businesses__id,businesses__alias,businesses__name,businesses__image_url,businesses__is_closed,businesses__url,businesses__review_count,businesses__rating,businesses__coordinates__latitude,businesses__coordinates__longitude,businesses__transactions__001,businesses__transactions__002,businesses__price,businesses__location__address1,businesses__location__address2,businesses__location__address3,businesses__location__city,businesses__location__city__cleaned,businesses__location__zip_code,businesses__location__country,businesses__location__state,businesses__location__display_address__001,businesses__location__display_address__002,businesses__location__display_address__003,businesses__location__display_address__004,businesses__phone,businesses__display_phone,businesses__distance,total,region__center__longitude,region__center__latitude
qWJW3S3RUXyw2RVmGuZOAw,twinkle-brown-sugar-huntington-park,Twinkle Brown Sugar,https://s3-media4.fl.yelpcdn.com/bphoto/Q3d2lt2YMHam6zZR4ktPDQ/o.jpg,FALSE,https://www.yelp.com/biz/twinkle-brown-sugar-huntington-park?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,59,4.5,33.98833581,-118.2249358,delivery,pickup,$,5922 Pacific Blvd,,null,Huntington Park,Los Angeles,90255,US,CA,5922 Pacific Blvd,"Huntington Park, CA 90255",,,+13235536077,(323) 553-6077,12055.88659,,,
eVRxMrkdNLCEOGx2atZSnQ,kings-donuts-los-angeles,King's Donuts,https://s3-media2.fl.yelpcdn.com/bphoto/ZHHq9OsvR7cRUwpiJyzhLg/o.jpg,FALSE,https://www.yelp.com/biz/kings-donuts-los-angeles?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,15,4,34.1246923,-118.2205166,,,$,4417 Eagle Rock Blvd,,,Los Angeles,Los Angeles,90041,US,CA,4417 Eagle Rock Blvd,"Los Angeles, CA 90041",,,+13232540644,(323) 254-0644,11589.90853,,,
nFeuwezqIyzo4_nKdzZKeA,bubbles-los-angeles-6,Bubbles,https://s3-media3.fl.yelpcdn.com/bphoto/wTrQLP8K2mPN2pjIQYOqOA/o.jpg,FALSE,https://www.yelp.com/biz/bubbles-los-angeles-6?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,12,4,34.05244,-118.30773,pickup,,$,3250 W Olympic Blvd,Ste 317,,Los Angeles,Los Angeles,90006,US,CA,3250 W Olympic Blvd,Ste 317,"Los Angeles, CA 90006",,+13237375252,(323) 737-5252,1602.340659,,,
84jr-olCM5YHNvnRvucYxA,coco-fresh-tea-and-juice-los-angeles-11,CoCo Fresh Tea and Juice,https://s3-media2.fl.yelpcdn.com/bphoto/7LBKfpJkfxrrvi-9LNmgpQ/o.jpg,FALSE,https://www.yelp.com/biz/coco-fresh-tea-and-juice-los-angeles-11?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,22,3,34.0733066,-118.3772443,,,$,8516 W 3rd St,null,,Los Angeles,Los Angeles,90048,US,CA,8516 W 3rd St,"Los Angeles, CA 90048",,,+14243350113,(424) 335-0113,5322.943366,,,
YQa1ZmweIiYy-R7gA6Esmw,coffee-bean-and-tea-leaf-westwood-3,Coffee Bean and Tea Leaf,https://s3-media4.fl.yelpcdn.com/bphoto/cdxHIU6Y-ntQ05dcbd1suA/o.jpg,FALSE,https://www.yelp.com/biz/coffee-bean-and-tea-leaf-westwood-3?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,21,4,34.02357274,-118.2864909,,,$,950 Westwood Blvd,,,Westwood,Los Angeles,90024,US,CA,950 Westwood Blvd,"Westwood, CA 90024",,,+12138210044,(213) 821-0044,5316.301219,,,
vKtJJDdDIoWbLyc7Nb14jg,l-and-l-hawaiian-bbq-glendale-3,L & L Hawaiian BBQ,https://s3-media1.fl.yelpcdn.com/bphoto/b4hEH-SNzDAHh3lMHpT3cA/o.jpg,FALSE,https://www.yelp.com/biz/l-and-l-hawaiian-bbq-glendale-3?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,123,3,34.1455923,-118.2538211,pickup,restaurant_reservation,$,118 S Maryland Ave,,,Glendale,Los Angeles,91205,US,CA,118 S Maryland Ave,"Glendale, CA 91205",,,+18186378566,(818) 637-8566,11181.66685,,,
ADCqSHx3I8joLPIWFNdtLA,yogurt-cafe-los-angeles-2,Yogurt Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/MsYuM8F4iMKE29EjkVCr0w/o.jpg,FALSE,https://www.yelp.com/biz/yogurt-cafe-los-angeles-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,6,3.5,34.0634384,-118.2983093,,,$,3500 W 6th St,,,Los Angeles,Los Angeles,90005,US,CA,3500 W 6th St,"Los Angeles, CA 90005",,,+12137392718,(213) 739-2718,2093.524523,,,
RUk8APCb9xFPhJx2g8P8cg,north-pole-snow-cream-glendale,North Pole Snow Cream,https://s3-media3.fl.yelpcdn.com/bphoto/CIwVy9xXpP30PfYI0CgMzA/o.jpg,FALSE,https://www.yelp.com/biz/north-pole-snow-cream-glendale?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,33,3.5,34.1461251,-118.2554245,,,$$,100 W Broadway,,,Glendale,Los Angeles,91210,US,CA,100 W Broadway,"Glendale, CA 91210",,,+18189213131,(818) 921-3131,11119.18582,,,
D4lS_mqgY-Cjkcix_NAt-Q,sip-los-angeles,Sip,https://s3-media3.fl.yelpcdn.com/bphoto/_pyShIFmbitUc9UbNQeMBA/o.jpg,FALSE,https://www.yelp.com/biz/sip-los-angeles?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,4,5,34.03152,-118.23649,,,,785 Bay St,,null,Los Angeles,Los Angeles,90021,US,CA,785 Bay St,"Los Angeles, CA 90021",,,+13234883205,(323) 488-3205,8208.36587,,,
tt-Av0eP5EM__cb-nanGOg,sopita-cafe-los-angeles,Sopita Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/HlKboAl7CItVD2rm6CclEg/o.jpg,FALSE,https://www.yelp.com/biz/sopita-cafe-los-angeles?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,3,4.5,34.0693,-118.29253,,,,3525 W 3rd St,Ste 2,,Los Angeles,Los Angeles,90020,US,CA,3525 W 3rd St,Ste 2,"Los Angeles, CA 90020",,+13237322002,(323) 732-2002,2777.57601,,,
ueNpiI0HG5tv0CIRrgUlaw,the-coffee-cart-at-lmu-los-angeles,The Coffee Cart at LMU,https://s3-media3.fl.yelpcdn.com/bphoto/fa1aTptUI4Xrcb6NIHbINQ/o.jpg,FALSE,https://www.yelp.com/biz/the-coffee-cart-at-lmu-los-angeles?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,1,5,33.97003484,-118.4163257,,,$$,1 Lmu Dr,null,,Los Angeles,Los Angeles,90045,US,CA,1 Lmu Dr,"Los Angeles, CA 90045",,,+13235322149,(323) 532-2149,13455.9663,,,
0_2hKVqACSpdkuaiLnlgRg,hash-tag-coffee-and-boba-huntington-park,Hash Tag Coffee & Boba,https://s3-media2.fl.yelpcdn.com/bphoto/AyQw4g7Ze_yqH7-VihJCBg/o.jpg,FALSE,https://www.yelp.com/biz/hash-tag-coffee-and-boba-huntington-park?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,10,4.5,33.97445,-118.22335,,,$,2667 E Florence Ave,Ste E1,null,Huntington Park,Los Angeles,90255,US,CA,2667 E Florence Ave,Ste E1,"Huntington Park, CA 90255",,+13235848997,(323) 584-8997,13250.6438,,,
xa0Ty6059LaYVBUWHrnAJg,urban-sweet-bar-pop-up-los-angeles,Urban Sweet Bar Pop Up,,FALSE,https://www.yelp.com/biz/urban-sweet-bar-pop-up-los-angeles?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,1,4,34.06525,-118.23745,,,,443 Jung Jing Rd,,,Los Angeles,Los Angeles,90012,US,CA,443 Jung Jing Rd,"Los Angeles, CA 90012",,,,,7718.732175,,,
jLDJHGdfVbYic5j9mDtfpQ,pauls-sherbet-and-boba-los-angeles,Paul's Sherbet and Boba,https://s3-media1.fl.yelpcdn.com/bphoto/IdHG84Urf4zGVb10YEyfnQ/o.jpg,FALSE,https://www.yelp.com/biz/pauls-sherbet-and-boba-los-angeles?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,3,2,34.06696,-118.29206,,,$,401 S Vermont Ave,,,Los Angeles,Los Angeles,90020,US,CA,401 S Vermont Ave,"Los Angeles, CA 90020",,,+12133519963,(213) 351-9963,2784.804424,,,
-Ykul6mcNWEyRAm9GriZiw,honeyboba-glendale-4,HoneyBoba,https://s3-media2.fl.yelpcdn.com/bphoto/_FsZl6WM6Id2fDEroXNTqA/o.jpg,FALSE,https://www.yelp.com/biz/honeyboba-glendale-4?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,3,1,34.14437503,-118.2554505,,,$,732 Americana Way,,null,Glendale,Los Angeles,91210,US,CA,732 Americana Way,"Glendale, CA 91210",,,,,10995.61989,,,
9_PfzNxJP2iqqJs8hDubgw,boba-guys-new-york,Boba Guys,https://s3-media2.fl.yelpcdn.com/bphoto/ZqtHQdaAAdkjUzb55QSOLw/o.jpg,FALSE,https://www.yelp.com/biz/boba-guys-new-york?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,537,4.5,40.720657,-73.984542,,,$,23 Clinton St,,,New York,New York,10002,US,NY,23 Clinton St,"New York, NY 10002",,,,,2690.0951,212,-73.97918701,40.69656675
NqnYnZtajJ4Y-Lmxa26VdA,hancos-brooklyn,Hanco's,https://s3-media1.fl.yelpcdn.com/bphoto/K_l5_ATeIxcRV1n5ddMNHw/o.jpg,FALSE,https://www.yelp.com/biz/hancos-brooklyn?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,605,4,40.68703186,-73.99042924,delivery,pickup,$,134 Smith St,,,Brooklyn,New York,11201,US,NY,134 Smith St,"Brooklyn, NY 11201",,,+17188586818,(718) 858-6818,1459.085507,,,
WxNlqGSsj_2TCodkx9Sa4A,vivi-bubble-tea-new-york-6,Vivi Bubble Tea,https://s3-media3.fl.yelpcdn.com/bphoto/ZpeGN3IMIy85LBksZhA3hA/o.jpg,FALSE,https://www.yelp.com/biz/vivi-bubble-tea-new-york-6?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,614,4,40.715099,-73.997535,,,$,49 Bayard St,,,New York,New York,10013,US,NY,49 Bayard St,"New York, NY 10013",,,+12125666833,(212) 566-6833,2572.048383,,,
6xPlSpyxE3PLJVeRvt2BwQ,yaya-tea-garden-new-york-3,Yaya Tea Garden,https://s3-media3.fl.yelpcdn.com/bphoto/Au1hvV3hKHZytvSCKh3oEg/o.jpg,FALSE,https://www.yelp.com/biz/yaya-tea-garden-new-york-3?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,420,4,40.7162999,-73.99496,pickup,delivery,$,51 Chrystie St,,,New York,New York,10002,US,NY,51 Chrystie St,"New York, NY 10002",,,+12122268803,(212) 226-8803,2568.309392,,,
SqVHETmH6bf3rPKmdftvvw,ten-rens-tea-time-new-york-2,Ten Ren's Tea Time,https://s3-media3.fl.yelpcdn.com/bphoto/p4BvP6bpeLwkm-FUZVhbfA/o.jpg,FALSE,https://www.yelp.com/biz/ten-rens-tea-time-new-york-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,576,4,40.7163819,-73.9982683,,,$,73 Mott St,,,New York,New York,10013,US,NY,73 Mott St,"New York, NY 10013",,,+12127327178,(212) 732-7178,2722.596198,,,
AYjVpQ5jYz5gJJqXh_B_CA,teado-tea-shop-new-york-6,Teado Tea Shop,https://s3-media4.fl.yelpcdn.com/bphoto/vDsILhS2ZC75u1HH-MXwyw/o.jpg,FALSE,https://www.yelp.com/biz/teado-tea-shop-new-york-6?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,255,4.5,40.7172143,-73.9949616,,,$,145D Hester St,,,New York,New York,10002,US,NY,145D Hester St,"New York, NY 10002",,,+12122267687,(212) 226-7687,2643.967319,,,
-x81DhQ4eHrknZUcFg5g7w,puff-cha-ramen-new-york-2,Puff Cha Ramen,https://s3-media3.fl.yelpcdn.com/bphoto/6YCrURxK1_KsVOFWxnKwnA/o.jpg,FALSE,https://www.yelp.com/biz/puff-cha-ramen-new-york-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,462,4,40.7647,-73.991215,delivery,pickup,$$,457 W 50th St,,,New York,New York,10019,US,NY,457 W 50th St,"New York, NY 10019",,,+16466827768,(646) 682-7768,7621.236107,,,
V49pn2KD8848gpSRMqLIww,bar-pa-tea-new-york-2,Bar Pa Tea,https://s3-media3.fl.yelpcdn.com/bphoto/snO6-pHGf2E-OJDUM5z63g/o.jpg,FALSE,https://www.yelp.com/biz/bar-pa-tea-new-york-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,274,4,40.72136,-73.99675,,,$,85 Kenmare St,,,New York,New York,10012,US,NY,85 Kenmare St,"New York, NY 10012",,,+19172615550,(917) 261-5550,3123.45001,,,
ytYVlCkrzcAxxUcbT4NTgA,juice-vitality-new-york,Juice Vitality,https://s3-media1.fl.yelpcdn.com/bphoto/rGvCKHzF3uYRxtkCF5Q3Sg/o.jpg,FALSE,https://www.yelp.com/biz/juice-vitality-new-york?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,89,5,40.729656,-73.983398,delivery,pickup,$,192 1st Ave,null,,New York,New York,10009,US,NY,192 1st Ave,"New York, NY 10009",,,+12124770071,(212) 477-0071,3672.770061,,,
wxlMX0tqhl8jK-FOt_1S-A,kung-fu-tea-new-york-3,Kung Fu Tea,https://s3-media3.fl.yelpcdn.com/bphoto/8DZVt1SnS1AIp7hJyXSo3w/o.jpg,FALSE,https://www.yelp.com/biz/kung-fu-tea-new-york-3?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,357,4,40.7170831,-73.9945363,,,$,73 Chrystie St,,,New York,New York,10002,US,NY,73 Chrystie St,"New York, NY 10002",,,+16462884936,(646) 288-4936,2613.162863,,,
cWjl9L5VaM8lfUrb0dCPcg,hancos-brooklyn-2,Hanco's,https://s3-media1.fl.yelpcdn.com/bphoto/WVt1CftST2Fi6Zy4G-knOw/o.jpg,FALSE,https://www.yelp.com/biz/hancos-brooklyn-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,463,4,40.666319,-73.982388,delivery,pickup,$,350 7th Ave,,,Brooklyn,New York,11215,US,NY,350 7th Ave,"Brooklyn, NY 11215",,,+17184998081,(718) 499-8081,3403.208578,,,
AtUxlW7ltZb73ZXMwpkY_g,sashimi-express-new-york,Sashimi Express,https://s3-media1.fl.yelpcdn.com/bphoto/Gp46II2PagxUgLo6w-fk0w/o.jpg,FALSE,https://www.yelp.com/biz/sashimi-express-new-york?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,211,4.5,40.771683,-73.953835,pickup,delivery,$,354 E 78th St,,,New York,New York,10075,US,NY,354 E 78th St,"New York, NY 10075",,,+19292319376,(929) 231-9376,8589.605327,,,
5EdSpKfMvIV0rS-CTEcEWw,coco-fresh-tea-and-juice-new-york-2,CoCo Fresh Tea & Juice,https://s3-media1.fl.yelpcdn.com/bphoto/0fcjorOZ8BbC6lrARXKVxQ/o.jpg,FALSE,https://www.yelp.com/biz/coco-fresh-tea-and-juice-new-york-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,371,4,40.75328596,-73.97433154,,,$,129 E 45th St,,,New York,New York,10017,US,NY,129 E 45th St,"New York, NY 10017",,,+12125188808,(212) 518-8808,6292.460227,,,
W2B8KfNllQqIv_TyfCv85Q,gong-cha-new-york-9,Gong Cha,https://s3-media1.fl.yelpcdn.com/bphoto/NxsPXGHpWD15tmh0bX6BTA/o.jpg,FALSE,https://www.yelp.com/biz/gong-cha-new-york-9?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,332,4,40.75237521,-73.98557536,delivery,pickup,$,75 W 38th St,null,,New York,New York,10018,US,NY,75 W 38th St,"New York, NY 10018",,,+12123982716,(212) 398-2716,6205.264402,,,
_fP2QicVgPLZyL8s6M84Ig,boba-guys-new-york-6,Boba Guys,https://s3-media2.fl.yelpcdn.com/bphoto/Ymqe950gbF1wDDqjXKLPAg/o.jpg,FALSE,https://www.yelp.com/biz/boba-guys-new-york-6?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,152,4.5,40.71897,-74.00102,,,$,265 Canal St,,null,New York,New York,10013,US,NY,265 Canal St,"New York, NY 10013",,,,,3090.035822,,,
f_OiLWqldSmNy1MAvtWlPQ,cyclo-long-island-city,Cyclo,https://s3-media1.fl.yelpcdn.com/bphoto/RJjKk9ASEgCKkemCCmTRqQ/o.jpg,FALSE,https://www.yelp.com/biz/cyclo-long-island-city?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,383,4,40.745714,-73.953549,,,$$,5-51 47th Ave,,,Long Island City,New York,11101,US,NY,5-51 47th Ave,"Long Island City, NY 11101",,,+17187868309,(718) 786-8309,5842.642475,,,
dH7jsvPhb6xhQkIu8Pv5jw,banhmigos-brooklyn,Banhmigos,https://s3-media3.fl.yelpcdn.com/bphoto/LmTLM2jGEjMQVjfNSfpw8Q/o.jpg,FALSE,https://www.yelp.com/biz/banhmigos-brooklyn?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,230,4,40.67563404,-73.97435904,delivery,pickup,$,178 Lincoln Pl,,,Brooklyn,New York,11217,US,NY,178 Lincoln Pl,"Brooklyn, NY 11217",,,+17183993812,(718) 399-3812,2384.303377,,,
IzCbVels5WGv2Jc3mAYVbw,boba-guys-new-york-2,Boba Guys,https://s3-media2.fl.yelpcdn.com/bphoto/0LMDXVrz-WnYB8Wc2u9HIA/o.jpg,FALSE,https://www.yelp.com/biz/boba-guys-new-york-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,204,4,40.73014,-73.9941599,,,$$,11 Waverly Pl,,null,New York,New York,10002,US,NY,11 Waverly Pl,"New York, NY 10002",,,+14159672622,(415) 967-2622,3923.143853,,,
bIEGK6ZEVhaTxEbCVQGuug,hawa-smoothies-and-bubble-tea-new-york,Hawa Smoothies & Bubble Tea,https://s3-media2.fl.yelpcdn.com/bphoto/za0yT7gKdf_N7lexOLp7rw/o.jpg,FALSE,https://www.yelp.com/biz/hawa-smoothies-and-bubble-tea-new-york?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,93,4.5,40.73063,-73.98163,,,$,422 E 14th St,,,New York,New York,10009,US,NY,422 E 14th St,"New York, NY 10009",,,+16468641090,(646) 864-1090,3766.798837,,,
-68EJ6yIbtfPUdWXwUnlEw,bread-and-joe-brooklyn-2,Bread & Joe,https://s3-media2.fl.yelpcdn.com/bphoto/FB2DmltGry5d9wzJFWdfrw/o.jpg,FALSE,https://www.yelp.com/biz/bread-and-joe-brooklyn-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,76,4.5,40.66485,-73.99383,,,$,618 4th Ave,,,Brooklyn,New York,11215,US,NY,618 4th Ave,"Brooklyn, NY 11215",,,+15169459711,(516) 945-9711,3769.717556,,,
DtnNzQKYKZtfeCnLYuTUjg,auntea-new-york,Auntea,https://s3-media2.fl.yelpcdn.com/bphoto/zMCO4Gu-AFwRlP3ASsU9MQ/o.jpg,FALSE,https://www.yelp.com/biz/auntea-new-york?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,145,4.5,40.71434,-73.99901,,,$,19A Mott St,,null,New York,New York,10013,US,NY,19A Mott St,"New York, NY 10013",,,+16464151869,(646) 415-1869,2591.230153,,,
CPY7tIaJ8XaEEZ9n7xBvkw,banh-mi-place-brooklyn,Banh Mi Place,https://s3-media2.fl.yelpcdn.com/bphoto/DFyzdg-CAUatUmROBDqB0A/o.jpg,FALSE,https://www.yelp.com/biz/banh-mi-place-brooklyn?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,170,4,40.6732865,-73.963134,delivery,pickup,$,824B Washington Ave,,,Brooklyn,New York,11238,US,NY,824B Washington Ave,"Brooklyn, NY 11238",,,+17185522660,(718) 552-2660,2932.336607,,,
oMmCweoXyDYFUJGWxNteTQ,vivi-bubble-tea-new-york-15,Vivi Bubble Tea,https://s3-media4.fl.yelpcdn.com/bphoto/ll8W0stCM5RKf7jHoYCAvg/o.jpg,FALSE,https://www.yelp.com/biz/vivi-bubble-tea-new-york-15?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,235,4,40.722714,-73.989102,delivery,pickup,$,205 Allen St,,,New York,New York,10002,US,NY,205 Allen St,"New York, NY 10002",,,+16466517779,(646) 651-7779,3007.520618,,,
7Oi_WOgnCuGQEjyRuoMkDQ,bubbly-tea-new-york,Bubbly Tea,https://s3-media4.fl.yelpcdn.com/bphoto/hKwTEXArQoA3D8FPiOCtRQ/o.jpg,FALSE,https://www.yelp.com/biz/bubbly-tea-new-york?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,263,3.5,40.71517,-73.99778,,,$,55B Bayard St,null,,New York,New York,10013,US,NY,55B Bayard St,"New York, NY 10013",,,+12126083688,(212) 608-3688,2595.938746,,,
uqzVqsDfrsH2mWVGn_yOSQ,patea-new-york-3,PaTea,https://s3-media4.fl.yelpcdn.com/bphoto/WKa5BaupD1aDacI4URZwWA/o.jpg,FALSE,https://www.yelp.com/biz/patea-new-york-3?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,133,4.5,40.73306,-73.98589,,,$,227 E 14th St,null,,New York,New York,10003,US,NY,227 E 14th St,"New York, NY 10003",,,+19178622691,(917) 862-2691,4072.609869,,,
za9mYaRVWkwKkQfjRgvU0g,taiwan-bear-house-new-york,Taiwan Bear House,https://s3-media3.fl.yelpcdn.com/bphoto/Y_uwlkbBnhDiXugVD8rQ3w/o.jpg,FALSE,https://www.yelp.com/biz/taiwan-bear-house-new-york?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,241,4,40.71471852,-73.99779662,delivery,pickup,$,11 Pell St,null,,New York,New York,10013,US,NY,11 Pell St,"New York, NY 10013",,,+12123469050,(212) 346-9050,2552.05693,,,
aac8M8uK8XUDBNUR_SyZdw,the-bao-shoppe-new-york-2,The Bao Shoppe,https://s3-media2.fl.yelpcdn.com/bphoto/t5QrNNR-1nWcFeg4HVSWyA/o.jpg,FALSE,https://www.yelp.com/biz/the-bao-shoppe-new-york-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,138,4,40.7143451,-73.9905184,delivery,pickup,$,34 Canal St,,null,New York,New York,10002,US,NY,34 Canal St,"New York, NY 10002",,,+16467564181,(646) 756-4181,2191.184152,,,
M-jF4oRS2J-F5HKAjV3XWA,eggloo-new-york-2,Eggloo,https://s3-media3.fl.yelpcdn.com/bphoto/TB_sLSNnK3PYw9q1ahDGKg/o.jpg,FALSE,https://www.yelp.com/biz/eggloo-new-york-2?adjust_creative=XVbVhPqSrR_Fif5jmW04wQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVbVhPqSrR_Fif5jmW04wQ,125,4.5,40.72748,-73.98268,,,$,147 Ave A,,null,New York,New York,10009,US,NY,147 Ave A,"New York, NY 10009",,,,,3431.201112,,,
